timestamp,temperature_C,humidity_relative_%,illumination_%,soil_moisture_%,water_tank_%
2025-05-10 00:00:00,26.829950317550846,64.3909954099601,26.606191316082302,67.08527648896553,99.8482406829366
2025-05-10 00:05:00,27.667912408549657,65.2257021033174,28.57177852490977,67.0084219805143,99.60151464487056
2025-05-10 00:10:00,27.995828349366164,64.43878810365987,17.055390349082256,64.39824018364949,99.36614958047436
2025-05-10 00:15:00,25.682592243075305,75.0,24.756438220366874,59.939207990747974,99.21725576712034
2025-05-10 00:20:00,26.44932935740246,68.89570423414735,24.73812804492411,58.79181613415502,98.92066477119859
2025-05-10 00:25:00,24.17635551745129,68.63124705113452,24.92719982984532,57.34152076325516,98.6432520022671
2025-05-10 00:30:00,27.59248350037723,65.31672070581529,15.817442170962332,63.32336128957179,98.5340412821642
2025-05-10 00:35:00,25.37100427010524,67.64544088099028,12.0879566268671,60.52879925091812,98.2355595704435
2025-05-10 00:40:00,25.338851361573255,69.9034286367221,18.576578025924643,60.63198484145749,98.05251175878452
2025-05-10 00:45:00,24.95806751608281,62.52521533306788,14.810508643074037,57.95285911177156,97.8581004465407
2025-05-10 00:50:00,27.466824879191382,69.2611350693054,24.374338323096843,64.72185985176012,97.64282934800148
2025-05-10 00:55:00,25.977772362019763,62.14160737850158,25.295147816143547,60.85136180405708,97.432641134879
2025-05-10 01:00:00,26.761913777855796,70.03422971138987,19.729149110779506,59.73806657624123,97.32503563260008
2025-05-10 01:05:00,26.889594456022394,60.332726972653845,17.83327372651153,65.12979881424272,97.22345784666194
2025-05-10 01:10:00,27.69634692428399,66.09486994955712,20.82500502767083,64.23768739106531,97.02393778264062
2025-05-10 01:15:00,27.992442129814275,66.30006588313194,21.214969051570577,64.88161691438064,96.90895329962304
2025-05-10 01:20:00,27.07405964419643,68.14410805891184,26.516837758686588,62.20684063508298,96.68639473575466
2025-05-10 01:25:00,26.02610475977194,73.45925078702149,23.562155079781732,63.41834955021311,96.42463774999396
2025-05-10 01:30:00,26.570272656879443,67.93508485737203,19.0286184416439,63.37016838489457,96.13273628245085
2025-05-10 01:35:00,26.565788532542623,61.94830932446826,17.641886562401847,63.838029549722954,95.89351924735013
2025-05-10 01:40:00,25.692482923786407,67.23327275484516,28.520961974736416,55.15286719805002,95.77442046809952
2025-05-10 01:45:00,24.917513637163623,72.88039979881543,18.38740633803458,56.1468009159953,95.55362438036941
2025-05-10 01:50:00,28.0,74.8251219346429,21.857809108879305,62.81202056724946,95.28897970639461
2025-05-10 01:55:00,26.67081169787792,63.82660092368049,14.139701656866714,66.26433225560835,95.13895001079918
2025-05-10 02:00:00,25.9645978770237,63.50303927183296,20.954267830280724,62.7323792669673,94.9639217567097
2025-05-10 02:05:00,27.353254315731313,65.71274731318809,21.726011093390873,60.213448023255744,94.70941426827284
2025-05-10 02:10:00,28.0,65.3963270308497,24.969344440786536,56.133139461639686,94.44136762962711
2025-05-10 02:15:00,24.887860849981305,67.39147115723586,15.258152790992302,65.74613093752926,94.24498912253728
2025-05-10 02:20:00,25.606107736405015,67.85230603850523,22.137635898227053,55.25839127288461,93.96031622217434
2025-05-10 02:25:00,27.89769877776636,68.37950848470294,21.594613030194534,70.0,93.67409849567504
2025-05-10 02:30:00,25.60561300950261,71.7249645619719,17.89271643346331,60.0430334727821,93.40714754268575
2025-05-10 02:35:00,26.801052372069883,64.73543213348759,18.67495158022806,61.47353399278397,93.14254912371554
2025-05-10 02:40:00,25.953573599140316,65.83007090365845,21.13841680771616,60.35733757432597,92.93450631172279
2025-05-10 02:45:00,26.80458813792084,73.78077775504369,9.74373261541775,67.39380126561095,92.80728306637263
2025-05-10 02:50:00,27.873014666704147,68.402695749873,18.760172277474044,63.91450532736877,92.69833626658074
2025-05-10 02:55:00,26.71496134132097,65.96842001716809,17.357281964553014,61.7619017201584,92.54882083041103
2025-05-10 03:00:00,27.172618962944238,69.17473758422685,3.9817958044246566,63.751531788812215,92.44604225773067
2025-05-10 03:05:00,24.71230455100169,63.63596172818471,23.589199739779446,61.84929149815207,92.16772344057159
2025-05-10 03:10:00,26.643560148293993,68.8944574499727,18.215811804945478,58.9642503914959,91.88485701948099
2025-05-10 03:15:00,24.374244209079464,73.18087071919894,21.460354383810515,60.013134383257366,91.69423987691263
2025-05-10 03:20:00,26.673731736830863,66.5691726837373,21.573867486405256,64.64795151247677,91.53253385087993
2025-05-10 03:25:00,26.540373873529465,66.78155851954973,14.543821681235457,63.30567628502255,91.42618110110686
2025-05-10 03:30:00,27.31011064316727,60.7727521378052,20.587768998762666,65.69731789833787,91.166136056102
2025-05-10 03:35:00,27.705279219400772,64.44239311156532,20.27923717555209,60.76865709833166,90.89396549452248
2025-05-10 03:40:00,25.994551773997845,67.11648049384176,11.921696796888689,56.45162928221641,90.66046711983435
2025-05-10 03:45:00,26.885682911986287,75.0,19.997231247950126,61.5630967325333,90.40858812362781
2025-05-10 03:50:00,25.00505377026778,69.80312797565774,18.540599177625012,54.59423504325793,90.28191485233634
2025-05-10 03:55:00,27.04970955262577,73.48062807394918,27.421704598469248,65.61071167242112,90.07405632419764
2025-05-10 04:00:00,27.19002538714995,68.82641442709871,25.743760653460562,62.191339485635964,89.87417838917096
2025-05-10 04:05:00,25.249270138152276,72.61091780416132,10.786083793250086,63.088809253164456,89.6575868904848
2025-05-10 04:10:00,26.305189484334367,62.82804672128788,21.680140320012466,56.29722671122307,89.500952776894
2025-05-10 04:15:00,28.0,68.86365885019153,16.101509479017036,53.117405390589504,89.36740641235626
2025-05-10 04:20:00,27.619687596774323,73.04306757217601,13.732999696433367,59.84222049758191,89.2415667447205
2025-05-10 04:25:00,25.794448467312627,70.63772385663101,24.83296642443352,65.39801842176252,89.03834206192946
2025-05-10 04:30:00,26.824556679750415,75.0,19.741318249191025,62.323560022495606,88.89334701193896
2025-05-10 04:35:00,25.09114192446529,60.0,18.949370002705102,59.17768292088544,88.7849197231451
2025-05-10 04:40:00,26.857897193242017,64.62307934017822,16.54205128758519,57.11600246890531,88.50345364459483
2025-05-10 04:45:00,26.43138614277959,64.62100140447986,20.99012743569601,54.85475871546219,88.39084166563289
2025-05-10 04:50:00,26.543934143104423,65.42450510196787,22.91324477917207,64.28318589083763,88.123841466871
2025-05-10 04:55:00,27.723764898432208,63.1795603763839,24.309453963105565,63.492136027860276,87.98924792703033
2025-05-10 05:00:00,26.125129771173174,63.30277459797752,20.329818315414,65.41369241956698,87.82497397324632
2025-05-10 05:05:00,24.077947992091453,65.022161184114,22.077555257980787,66.18611710442912,87.57461128733
2025-05-10 05:10:00,26.13251773545066,61.89757922434204,16.759279336035036,60.77524537540395,87.40398431502224
2025-05-10 05:15:00,25.867964446633934,65.8312516884981,16.263190171727537,60.493621087848034,87.29598894718883
2025-05-10 05:20:00,27.609803427279164,66.04407604719847,27.485259369257253,66.13438957092109,87.10294819411621
2025-05-10 05:25:00,27.05178965784403,69.97165726024264,20.268324469021,66.8066574894658,86.80616903192275
2025-05-10 05:30:00,27.065382801387806,74.38967972588829,22.41912243698595,62.041914599933214,86.52561695108498
2025-05-10 05:35:00,26.834271865029745,65.53588457755245,20.65617962680432,63.033700785245614,86.27966531375934
2025-05-10 05:40:00,27.510075099811157,60.91554347234885,19.596908469793874,55.721046422480086,86.14196145014074
2025-05-10 05:45:00,27.307733910816438,63.21508113787976,11.354059578073526,63.94038689417963,85.94035375969192
2025-05-10 05:50:00,24.877150062899048,75.0,20.72028772365491,66.16798862021065,85.83315382479441
2025-05-10 05:55:00,25.693634573259583,75.0,17.629269706064004,59.76057262051892,85.55874836267833
2025-05-10 06:00:00,27.49416904382451,60.61785992414017,82.7682193562464,61.906964605607676,85.40095841552672
2025-05-10 06:05:00,27.605244628986817,61.32322950133777,86.70262066478813,64.33543040539394,85.11118932760989
2025-05-10 06:10:00,27.28533062628075,68.09545943153881,86.74670919312129,61.19085553695725,84.940706399176
2025-05-10 06:15:00,25.59391816325463,69.75591573455321,88.15942171964758,64.79688429317862,84.80672349328921
2025-05-10 06:20:00,26.337776600313124,61.68096592583553,77.3281133426025,60.50323557705621,84.53523991133306
2025-05-10 06:25:00,27.294994286795042,71.74962768687537,88.64074727789911,63.2088754590357,84.39974595009129
2025-05-10 06:30:00,25.711298381669852,70.15265760239512,95.32747548889395,61.547088964742706,84.28750607386186
2025-05-10 06:35:00,27.2882681148198,75.0,83.894529349468,59.1950354362354,84.06067942382903
2025-05-10 06:40:00,26.53243453360183,70.51300636082779,84.50122326438665,65.95364585691412,83.89667548788123
2025-05-10 06:45:00,25.54127509972952,68.02718038771842,81.22728914724448,65.54927016843664,83.7454118792744
2025-05-10 06:50:00,26.136498861312152,65.7703531654001,75.86008049006173,60.27981267200351,83.53850562776863
2025-05-10 06:55:00,25.419773758495538,71.43878356602148,89.87558642586869,67.02360332767205,83.3162290279262
2025-05-10 07:00:00,26.146497854329088,63.437325543981714,75.68347987330459,63.930245553173954,83.03703194881719
2025-05-10 07:05:00,25.606224953407917,65.51390467304425,83.25100063237711,58.60195227161129,82.7891021352462
2025-05-10 07:10:00,26.487763385490105,64.10580777202073,83.0301937756512,59.72861726637974,82.53088000252414
2025-05-10 07:15:00,26.967293541152273,68.01325143667565,82.59216350043837,69.43714806137223,82.24610628383621
2025-05-10 07:20:00,26.297808286020597,66.91086148304713,85.13242460037333,59.728442988584604,82.06308222884891
2025-05-10 07:25:00,27.305160147439906,70.39713232066879,94.12333445283167,62.35335975044427,81.90495752784004
